LOGGED FROM [2020-07-02 21:39:46] TO [2020-07-02 21:39:49] [JOHNNY]: 14 POINTS
LOGGED FROM [2020-07-02 21:44:22] TO [2020-07-02 21:44:25] [JOHNNY 2]: 14 POINTS
LOGGED FROM [2020-07-02 21:53:38] TO [2020-07-02 21:53:40] [JOHNNY 5]: 14 POINTS
LOGGED FROM [2020-07-02 21:54:19] TO [2020-07-02 21:54:21] [B]: 14 POINTS
LOGGED FROM [2020-07-03 21:43:27] TO [2020-07-03 21:43:30] [OWEN]: 14 POINTS
LOGGED FROM [2020-07-03 21:44:49] TO [2020-07-03 21:44:50] [OWEN]: 14 POINTS
LOGGED FROM [2020-08-15 19:06:44] TO [2020-08-15 19:06:47] [RYAN]: 14 POINTS
LOGGED FROM [2020-08-15 19:06:44] TO [2020-08-15 19:06:47] [RYAN]: 14 POINTS
