LOGGED FROM [2020-05-07 11:48:54] TO [2020-05-07 11:49:34] [JOHNNY]: 6.869999999999999 POINTS
LOGGED FROM [2020-05-07 11:51:46] TO [2020-05-07 11:52:01] [JOHNNY]: 12.385 POINTS
LOGGED FROM [2020-05-07 11:54:31] TO [2020-05-07 11:54:39] [JOHNNY]: 14 POINTS
LOGGED FROM [2020-05-07 11:54:46] TO [2020-05-07 11:54:56] [JOHNNY]: 37 POINTS
